State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Arizona,Northern Arizona Healthcare,2446 Fort Tuthill Loop,Flagstaff,Drive-thru,,928-679-7300,,https://www.nahealth.com/covid-19-resources/testing-tiers-and-locations
Arizona,Flagstaff Urgent Care,"2700 S. Woodlands Village Blvd, Suite 700",Flagstaff,Clinic,,(928) 440-5406,,https://www.flagstaffurgentcare.com/
Arizona,,446 Fort Tuthill Loop,Flagstaff,Drive-thru,10 - 3,928-679-7300,,https://www.fox10phoenix.com/news/list-coronavirus-testing-locations-in-arizona
Arizona,FastMED Urgent Care,"495 N Pinal Pkwy, Suite 106",Florence,Clinic,,520-868-0573,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,CVS Health COVID-19 Testing Site,4744 South Highway 95,Fort Mohave,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Carespot,"2487 South Gilbert Road, Suite 108",Gilbert,Clinic,,480-485-4789,,https://www.carespot.com/covid19-visitor-info/
Arizona,NextCare Urgent Care,6343 South Higley Road,Gilbert,Drive-thru,,480-748-2712,,https://nextcare.com/coronavirus-covid-19/
Arizona,Cigna Medical Center,"3530 S. Val Vista Dr., #101",Gilbert,Clinic,,480.722.2340,,https://www.cigna.com/cmgaz/
Arizona,CVS Health COVID-19 Testing Site,2371 East Guadalupe Street,Gilbert,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,2428 South Val Vista Drive,Gilbert,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3170 South Higley Road,Gilbert,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,765 South Lindsay Road,Gilbert,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,NextCare Urgent Care,18589 N 59th Ave,Glendale,Drive-thru,,602-547-2600,,https://nextcare.com/coronavirus-covid-19/
Arizona,Cigna Medical Center,5891 W. Eugie Ave.,Glendale,Clinic,,602.588.6600,,https://www.cigna.com/cmgaz/
Arizona,FastMED Urgent Care,"3730 W Happy Valley Rd, Suite 100",Glendale,Clinic,,623-277-4140,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Redirect Health Centers Clinic,16390 N 59th Ave #200,Glendale,Drive-thru,,623-334-4000,,https://redirecthealth.com/
Arizona,NextCare Urgent Care,9494 W Northern Ave #101,Glendale,Drive-thru,,623-872-2226,,https://nextcare.com/coronavirus-covid-19/
Arizona,CVS Health COVID-19 Testing Site,5125 West Olive Avenue,Glendale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7499 West Bethany Home Road,Glendale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,FastMED Urgent Care,"1507 N Litchfield Rd, Suite 200",Goodyear,Clinic,,623-215-0040,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Cigna Medical Center,"14445 W. McDowell Rd., #A-104",Goodyear,Clinic,,623.536.3720,,https://www.cigna.com/cmgaz/
Arizona,CVS Health COVID-19 Testing Site,2840 North Dysart Road,Goodyear,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3501 Stockton Hill Road,Kingman,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,75 North Lake Havasu Avenue,Lake Havasu City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Carespot,5130 W Baseline Road,Laveen,Clinic,,602-833-1143,,https://www.carespot.com/covid19-visitor-info/
Arizona,CVS Health COVID-19 Testing Site,5050 West Baseline Road,Laveen,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Carespot,"13840 West Camelback Road, Suite 10",Litchfield Park,Clinic,,928-723-4828,,https://www.carespot.com/covid19-visitor-info/
Arizona,CVS Health COVID-19 Testing Site,4890 North Litchfield Road,Litchfield Park,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,FastMED Urgent Care,"7850 N Silverbell Rd, Suite 132",Marana,Clinic,,520-407-5884,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,CVS Health COVID-19 Testing Site,44274 West-Smith Enke Rd.,Maricopa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,FastMED Urgent Care,"1810 S Power Rd, Suite 101",Mesa,Clinic,,480-214-0045,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Maready Medical,4135 S. Power Rd. #113,Mesa,Drive-thru,,480-626-2444,,https://www.mareadymedical.com/covid-19
Arizona,FastMED Urgent Care,"415 N Val Vista Dr, Suite 101",Mesa,Clinic,,480-654-5661,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,FastMED Urgent Care,835 W University Dr,Mesa,Clinic,,480-664-6007,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,NextCare Urgent Care,1066 N Power Rd. #101,Mesa,Drive-thru,,480-807-0130,,https://nextcare.com/coronavirus-covid-19/
Arizona,Cigna Medical Center,"1840 S. Stapley Dr., #101",Mesa,Clinic,,480.464.8500,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,6811 E. Superstition Springs Blvd.,Mesa,Clinic,,480.641.4000,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,"5735 E. McKellips Rd., #101",Mesa,Clinic,,480.718.6444,,https://www.cigna.com/cmgaz/
Arizona,CVS Health COVID-19 Testing Site,2809 South Sossaman Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,9152 East Brown Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,360 North Val Vista,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Banner Desert Medical Center,1400 S Dobson Rd,Mesa,Drive-thru,,,no call required; charged as ER visit,
Arizona,CVS Health COVID-19 Testing Site,1151 East McKellips Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,5954 East McDowell Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,6015 East Brown Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7547 East Southern Avenue,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,9230 E. Broadway Road,Mesa,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,NextCare Urgent Care,298 W Mariposa Rd,Nogales,Drive-thru,,(520) 394-7388,,https://nextcare.com/coronavirus-covid-19/
Arizona,Southern Arizona Urgent Care Plus,1880 E. Tangerine Rd. Suite 100,Oro Valley,Clinic,,(520) 900-7006,,https://southernarizonaurgentcare.com/covid-19/
Arizona,Southern Arizona Urgent Care Plus,7725 N. Oracle Rd. Suite 131,Oro Valley,Clinic,,(520) 544-2273,,https://southernarizonaurgentcare.com/covid-19/
Arizona,CVS Health COVID-19 Testing Site,10650 North Oracle Road,Oro Valley,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Carespot,24874 N 67th Ave,Peoria,Clinic,,602-313-1561,,https://www.carespot.com/covid19-visitor-info/
Arizona,Carespot,"21471 N Lake Pleasant Parkway, Suite 1710",Peoria,Clinic,,623-300-1421,,https://www.carespot.com/covid19-visitor-info/
Arizona,Cigna Medical Center,"21731 N. 77th Ave., #1300",Peoria,Clinic,,623.561.3300,,https://www.cigna.com/cmgaz/
Arizona,CVS Health COVID-19 Testing Site,8332 West Thunderbird Road,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,9856 West Peoria Avenue,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,9069 West Lake Pleasant Parkway,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7530 West Cactus Road,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,North Lake Pleasant Parkway,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,10727 West Olive Avenue,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,9172 West Union Hills Drive,Peoria,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,FastMED Urgent Care,"2860 W Peoria Ave, Suite B",Phoenix,Clinic,,602-283-0595,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,FastMED Urgent Care,"3131 E Thunderbird Rd, Suite A",Phoenix,Clinic,,602-283-3609,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,FastMED Urgent Care,"401 E Bell Rd, Suite 18",Phoenix,Clinic,,602-368-1403,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,HonorHealth Medical Group Urgent Care - Saguaro,18404 N Tatum Blvd Ste 101C,Phoenix,Clinic,,602-485-7475,,https://www.honorhealth.com/coronavirus-covid-19/testing
Arizona,Family Tree Healthcare,7002 S Central Avenue,Phoenix,Clinic,,602-499-4221,First come first serve,https://www.familytreehealthcare.com/free-covid-19
Arizona,HonorHealth Medical Group Urgent Care - Bethany Home,1515 E Bethany Home Rd Ste 120B,Phoenix,Clinic,,602-674-6260,,https://www.honorhealth.com/coronavirus-covid-19/testing
Arizona,FastMED Urgent Care,"5201 N 19th Ave, Suite 100",Phoenix,Clinic,,602-795-1411,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,FastMED Urgent Care,2301 N 44th St,Phoenix,Clinic,,602-808-8786,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,NextCare Urgent Care,1701 E Thomas Rd.,Phoenix,Drive-thru,,602-845-4445,,https://nextcare.com/coronavirus-covid-19/
Arizona,Cigna Medical Center,7236 S. Central Ave.,Phoenix,Clinic,,602.276.5565,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,3003 N. 3rd St.,Phoenix,Clinic,,602.282.9800,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,"3805 E. Bell Rd., #2100",Phoenix,Clinic,,602.404.5200,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,"7000 N. 16th St., #130",Phoenix,Clinic,,602.567.1901,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,710 W. Bell Rd.,Phoenix,Clinic,,602.588.3800,,https://www.cigna.com/cmgaz/
Arizona,NextCare Urgent Care,5920 W McDowell Rd,Phoenix,Drive-thru,,623-245-0440,,https://nextcare.com/coronavirus-covid-19/
Arizona,FastMED Urgent Care,"8260 W Indian School Rd, Suite 1",Phoenix,Clinic,,623-846-7122,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,FastMED Urgent Care,"5259 W Indian School Rd, Suite 100",Phoenix,Clinic,,623-888-5101,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Cigna Medical Center,2302 N. 75th Ave.,Phoenix,Clinic,,623.849.7500,,https://www.cigna.com/cmgaz/
Arizona,Banner Health,"Multiple locations, call for details",Phoenix,Drive-thru,7-5,844-549-1851,"call for pre-screen; symptomatic; Not releasing test locations, call for appt",
Arizona,CVS Health COVID-19 Testing Site,2406 East Thomas Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,28635 North Valley Parkway,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3210 East Union Hills,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3610 West Anthem Way,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,6650 West Lower Buckeye Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,4657 East Chandler Boulevard,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3975 East Thunderbird Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,711 E Indian School Rd.,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7550 South 19th Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,4040 North 19th Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,1615 East Baseline,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,10707 West Camelback Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,1625 North 44th Street,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,1850 West Dunlap Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,1855 West Thunderbird Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,3560 West Peoria Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,4323 East Bell Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,4430 East Ray Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,6021 South Central Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Walgreens,705 E MCDOWELL RD,PHOENIX,Drive-thru,9am-5pm,,Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Arizona,Walgreens,2650 W Glendale Ave,Phoenix,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Arizona,CVS Health COVID-19 Testing Site,1525 North Central Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Thumb Butte,3124 Willow Creek Rd.,Prescott,Clinic,,928.445.7085,,https://www.thumbbuttemedicalcenter.com/
Arizona,CVS Health COVID-19 Testing Site,901 Willow Lake Road,Prescott,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Thumb Butte,6496 E. HWY 69,Prescott Valley,Clinic,,928.775.9007,,
Arizona,CVS Health COVID-19 Testing Site,3025 North Windsong Drive,Prescott Valley,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7587 South Power Road,Queen Creek,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Bio Clinic,"1453 N Main Street, Ste. 3",San Luis,Clinic,Mon - Sun 8AM - 5PM,928-315-6801,,https://biofamilyclinic.com/2020/03/17/coronavirus-covid-19/
Arizona,Cigna Medical Center,"36305 N. Gantzel Rd., #102",San Tan Valley,Clinic,,480.987.6900,,https://www.cigna.com/cmgaz/
Arizona,NextCare Urgent Care,2122 N Scottsdale Rd,Scottsdale,Drive-thru,,(480) 889-3570,,https://nextcare.com/coronavirus-covid-19/
Arizona,FastMED Urgent Care,"4902 E Shea Blvd, Suite 101",Scottsdale,Clinic,,480-214-4468,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Carespot,"23015 N Scottsdale Road, Suite 101",Scottsdale,Clinic,,480-485-2203,,https://www.carespot.com/covid19-visitor-info/
Arizona,FastMED Urgent Care,"7730 E Mcdowell Rd, Suite 101",Scottsdale,Clinic,,480-699-3314,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/
Arizona,Cigna Medical Center,"10900 N. Scottsdale Rd., #606",Scottsdale,Clinic,,480.368.2500,,https://www.cigna.com/cmgaz/
Arizona,Cigna Medical Center,"7287 E. Earll Dr., Bldg. D",Scottsdale,Clinic,,480.840.0800,,https://www.cigna.com/cmgaz/
Arizona,CVS Health COVID-19 Testing Site,7111 East Bell Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,7552 Indian School Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,32331 North Scottsdale Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,23215 North Pima Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,10010 North Scottsdale Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,10160 East Bell Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,14672 North Frank Lloyd Wright,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,CVS Health COVID-19 Testing Site,20 Airport Road,Sedona,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Arizona,Summer Healthcare Hospital,2200 E Show Low Lake Rd,Show Low,Clinic,,(855) 768-4968,,https://summithealthcare.net/summit-healthcare-regional-medical-center-restrict-visitors-as-covid-19-coronavirus-precaution
