State;Location;Address;City;Facility;Phone Number"
"Arizona;CVS Health COVID-19 Testing Site;14672 North Frank Lloyd Wright;Scottsdale;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;20 Airport Road;Sedona;Drive-thru;"
"Arizona;Summer Healthcare Hospital;2200 E Show Low Lake Rd;Show Low;Clinic;(855) 768-4968"
"Arizona;Summer Healthcare Outpatient Pavilion;4951 S. White Mountain Rd;Show Low;Clinic;928.537.6700"
"Arizona;CVS Health COVID-19 Testing Site;60 E. Deuce of Clubs Drive;Show Low;Drive-thru;"
"Arizona;Cigna Medical Center;9069 W. Thunderbird Rd.;Sun City;Clinic;623.977.7201"
"Arizona;CVS Health COVID-19 Testing Site;9901B West Thunderbird Boulevard;Sun City;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;19602 R H Johnson Boulevard;Sun City West;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;9546 East Riggs Road;Sun Lakes;Drive-thru;"
"Arizona;FastMED Urgent Care;12775 W Bell Rd, Suite 100;Surprise;Clinic;623-215-0082"
"Arizona;Carespot;16840 W Waddell Road, Suite 110;Surprise;Clinic;623-300-1566"
"Arizona;Cigna Medical Center;13991 W. Grand Ave., #105;Surprise;Clinic;623.455.7800"
"Arizona;CVS Health COVID-19 Testing Site;15474 West Greenway Road;Surprise;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;15300 North Cotton Lane;Surprise;Drive-thru;"
"Arizona;FastMED Urgent Care;3244 S Mill Ave, Suite 101;Tempe;Clinic;480-214-0621"
"Arizona;FastMED Urgent Care;725 South Rural Road, Suite 120;Tempe;Clinic;480-214-0622"
"Arizona;FastMED Urgent Care;1804 W Elliot Rd;Tempe;Clinic;480-456-0444"
"Arizona;Cigna Medical Center;1920 E. Baseline Rd.;Tempe;Clinic;480.345.5000"
"Arizona;FastMED Urgent Care;2720 W Baseline Rd, Suite 140;Tempe;Clinic;602-777-6000"
"Arizona;CVS Health COVID-19 Testing Site;1424 West Baseline Road;Tempe;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;855 East Elliot Road;Tempe;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;1750 East Broadway Road;Tempe;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;3303 South Rural Street;Tempe;Drive-thru;"
"Arizona;Diablo Stadium;2200 W. Alameda Dr.;Tempe;Drive-thru;"
"Arizona;FastMED Urgent Care;9870 W Lower Buckeye Rd, Suite 170;Tolleson;Clinic;623-215-0189"
"Arizona;Southern Arizona Urgent Care Plus;446 N Campbell Ave. Suite 130;Tucson;Clinic;(520) 305-3900"
"Arizona;Southern Arizona Urgent Care Plus;1218 W. Irvington Rd. Suite 150;Tucson;Clinic;(520) 829-6442"
"Arizona;Tucson ER & Hospital;4575 E Broadway Blvd;Tucson;Clinic;520.375.9111"
"Arizona;Southern Arizona Urgent Care Plus;6572 East Grant Road Suite 130;Tucson;Clinic;(520) 300-4249"
"Arizona;Urgent Specialists;2120 W. Ina Road, Suite 100;Tucson;Clinic;(520) 395-0471"
"Arizona;El Rio Health;101 W. Irvington Road, Building 10;Tucson;Clinic;(520) 670-3909"
"Arizona;El Rio Health;1230 S. Cherrybell Stravenue;Tucson;Clinic;(520) 670-3909"
"Arizona;El Rio Health;1500 W. Commerce Court, Bldg. 1;Tucson;Clinic;(520) 670-3909"
"Arizona;El Rio Health;320 W. Prince Rd. / 340 W. Prince Rd.;Tucson;Clinic;(520) 670-3909"
"Arizona;El Rio Health;6950 E. Golf Links;Tucson;Clinic;(520) 670-3909"
"Arizona;El Rio Health;839 W. Congress St.;Tucson;Clinic;(520) 670-3909"
"Arizona;Southern Arizona Urgent Care Plus;1040 S. Harrison Road Suite 120;Tucson;Clinic;(520) 777-7025"
"Arizona;Southern Arizona Urgent Care Plus;6303 E. Broadway Blvd. Suite 161;Tucson;Clinic;(520) 838-0020"
"Arizona;El Rio Health;7490 S. Camino De Oeste;Tucson;Clinic;(520) 879-6225"
"Arizona;Southern Arizona Urgent Care Plus;90 W. River Rd.;Tucson;Clinic;(520) 912-4200"
"Arizona;Southern Arizona Urgent Care Plus;3662 W. Ina Rd. Suite 150;Tucson;Clinic;(520) 912-4242"
"Arizona;FastMED Urgent Care;5594 E 22nd St;Tucson;Clinic;520-232-2047"
"Arizona;FastMED Urgent Care;2510 E Broadway Blvd;Tucson;Clinic;520-232-2072"
"Arizona;NextCare Urgent Care;6238 E Pima St;Tucson;Drive-thru;520-290-0022"
"Arizona;NextCare Urgent Care;1570 E Tucson Marketplace Blvd;Tucson;Drive-thru;520-301-2300"
"Arizona;FastMED Urgent Care;2460 N Swan Rd, Suite 140;Tucson;Clinic;520-441-5405"
"Arizona;NextCare Urgent Care;5369 S Calle Santa Cruz;Tucson;Drive-thru;520-573-7500"
"Arizona;FastMED Urgent Care;1895 W Valencia Rd, Suite 101;Tucson;Clinic;520-576-5104"
"Arizona;NextCare Urgent Care;9525 E Old Spanish Trail;Tucson;Drive-thru;520-731-3666"
"Arizona;NextCare Urgent Care;4280 N Oracle Rd;Tucson;Drive-thru;520-887-0095"
"Arizona;Banner Health;Multiple locations, call for details;Tucson;Drive-thru;844-549-1851"
"Arizona;CVS Health COVID-19 Testing Site;1900 West Valencia Road;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;7740 North Cortaro Road;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;8705 East Speedway Boulevard;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;6370 North Campbell Avenue #120;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;6488 North Oracle Road;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;3832 East Speedway;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;5100 East Grant Road;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;615 North Alvernon;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;6310 E. Broadway;Tucson;Drive-thru;"
"Arizona;CVS Health COVID-19 Testing Site;8920 E Tanque Verde;Tucson;Drive-thru;"
"Arizona;Walgreens;10315 E Broadway Blvd;Tucson;Drive-thru;"
"Arizona;Walgreens;730 E Grant Rd;Tucson;Drive-thru;"
"Arizona;Bio Clinic;11611 S Foothills Blvd, Suite G;Yuma;Clinic;928- 247-9616"
"Arizona;Bio Clinic;11468 N. Frontage Rd., Ste. A;Yuma;Clinic;928-342-6500"
"Arizona;Bio Clinic;2503 S. Avenue A, Ste 2;Yuma;Clinic;928-783-0092"
"Arizona;CVS Health COVID-19 Testing Site;1555 South Avenue B;Yuma;Drive-thru;"
"Arkansas;1st Choice Healthcare;1300 Creason Road;Corning;Clinic;870-857-3399"
"Arkansas;1st Choice Healthcare;172 Hwy 62 East;Salem;Clinic;870-895-2735"
"Arkansas;1st Choice Healthcare;201 Colonial Drive;Walnut Ridge;Clinic;870-886-5507"
"Arkansas;Walmart;702 SW 8th Street;Bentonville;Drive-thru;"
"Arkansas;Walmart;2100 N 62nd St;Fort Smith;Drive-thru;"
"Arkansas;Walmart;1601 Albert Pike Rd;Hot Springs;Drive-thru;"
"Arkansas;Walmart;1911 W Parker Rd;Jonesboro;Drive-thru;"
"Arkansas;Walmart;2700 S Shackleford Rd;Little Rock;Drive-thru;"
"Arkansas;Walmart;133 Arkansas Blvd;Texarkana;Drive-thru;"
"Arkansas;Walmart;798 W Service Rd;West Memphis;Drive-thru;"
"Arkansas;Lakeside Family Medicine (tent);124 Hollywood Ave;Hot Springs;Walk-in;501-624-0070"
"Arkansas;Higgin Botham Family Clinic;1002 Schneider Dr Ste. 104;Malvern;Drive-thru;501-337-9994"
"Arkansas;Karas Health Care;767 W. North Street;Fayetteville;Clinic;479-966-5088"
"Arkansas;Karas Health Care;114 Harrison Ave;Lowell;Clinic;479-770-4343"
"Arkansas;Conway Regional;525 Western Ave;Conway;Drive-thru;501-329-3831"
"Arkansas;FirstCare Walk-in Clinic;120 Adcock Rd, Ste A;Hot Springs;Clinic;(501) 651-4500"
"Arkansas;Healthcare Express;1554 Country Club Rd.;Sherwood;Clinic;877-442-3669"
"Arkansas;A. Hot Springs, AR MedExpress Urgent Care;3426 Central Avenue;Hot Springs;Clinic;501-318-9895"
"Arkansas;A. Rogers, AR MedExpress Urgent Care;1900 West Walnut Street;Rogers;Clinic;479-636-1337"
"Arkansas;A. Russellville, AR MedExpress Urgent Care;511 West Main Street;Russellville;Clinic;479-880-1019"
"Arkansas;Hot Spring County Health Unit;2204 Sullenberger Ave;Malvern;Drive-thru;"
"Arkansas;Sherwood Urgent Care;201 Airport Road;Hot Springs;Drive-thru/Walk-in;501-547-9481"
"Arkansas;Baptist Health Urgent Care;1813 T P White Drive;Jacksonville;Drive-thru/Walk-in;501-241-4510"
"Arkansas;Sherwood Urgent Care;1306 N Center Street;Lonoke;Drive-thru/Walk-in;501-676-6560"
"Arkansas;Sherwood Urgent Care;123 Audubon Drive;Maumelle;Drive-thru/Walk-in;501-803-9481"
"Arkansas;Sherwood Urgent Care;6134 Heber Springs Road;Quitman;Drive-thru/Walk-in;501-365-1059"
"Arkansas;Urgent Care Washington Regional;2301 W Pleasant Grove Road;Rogers;Drive-thru/Walk-in;479-326-8525"
"Arkansas;Sherwood Urgent Care;106 Weir Road;Russellville;Drive-thru/Walk-in;479-567-5652"
"Arkansas;Sherwood Urgent Care;610 Shepherd Way;Searcy;Drive-thru/Walk-in;501-268-6831"
"Arkansas;1st Choice Healthcare;308 Highway 62 W;Ash Flat;Clinic;870-994-2202"
"Arkansas;Healthcare Express;1021 W Collin Raye Dr.;De Queen;Clinic;877-442-3669"
"Arkansas;Northwest Arkansas Pediatrics;3380 N. Futrall Drive;Fayetteville;Drive-thru;479-442-7322"
"Arkansas;MANA Urgent Care;1188 N. Salem;Fayetteville;Drive-thru;479-442-0006"
"Arkansas;MANA Family Medicine;2523 East Huntsville Road;Fayetteville;Drive-thru;479-442-2822"
"Arkansas;A. Benton, AR MedExpress Urgent Care;1501 Military Road;Benton;Clinic;501-776-8341"
"Arkansas;A. Bentonville, AR MedExpress Urgent Care;1005 SE Walton Blvd.;Bentonville;Clinic;479-254-6734"
"Arkansas;A. Cabot, AR MedExpress Urgent Care;1850 West Main Street;Cabot;Clinic;501-605-0009"
"Arkansas;A. Conway, AR MedExpress Urgent Care;805 Oak Street;Conway;Clinic;501-504-2329"
"Arkansas;A. Fayetteville, AR MedExpress Urgent Care;2890 North College Avenue;Fayetteville;Clinic;479-582-1279"
"Arkansas;A. Fort Smith, AR MedExpress Urgent Care;4600 Rogers Avenue;Fort Smith;Clinic;479-494-7443"
"Arkansas;Baptist Health Medical Center;1800 Bypass Road;Heber Springs;Drive-thru;(501) 887-3279"
"Arkansas;Sherwood Urgent Care;1547 E Harrison Street;Batesville;Drive-thru/Walk-in;870-793-5800"
"Arkansas;Baptist Health Urgent Care;824 Military Rd;Benton;Drive-thru/Walk-in;501-574-3019"
"Arkansas;Urgent Care Washington Regional;1301 S Walton Blvd;Bentonville;Drive-thru/Walk-in;479-367-3078"
"Arkansas;Baptist Health Urgent Care;3304 Commonwealth Drive;Bryant;Drive-thru/Walk-in;501-205-7020"
"Arkansas;Baptist Health Urgent Care;402 W Main Street;Cabot;Drive-thru/Walk-in;501-628-9215"
"Arkansas;Sherwood Urgent Care;1065 Skyline Drive;Conway;Drive-thru/Walk-in;501-499-6222"
"Arkansas;Sherwood Urgent Care;222 Dave Ward Drive;Conway;Drive-thru/Walk-in;501-505-8400"
"Arkansas;Urgent Care Washington Regional;3 E Appleby Road;Fayetteville;Drive-thru/Walk-in;479-404-1010"
"Arkansas;Baptist Health Urgent Care;7600 Rogers Ave;Fort Smith;Drive-thru/Walk-in;479-226-8340"
"Arkansas;Urgent Care Washington Regional;808 US-65;Harrison;Drive-thru/Walk-in;870-204-7263"
"Arkansas;Baptist Health Family Clinic-Caddo Valley;10 Montgomery Dr;Arkadelphia;Drive-thru;"
"Arkansas;Washington Regional;146 Passion Play Rd.;Eureka Springs;Clinic;479.463.2055"
"Arkansas;Washington Regional;3 East Appleby Rd., Suite 100;Fayetteville;Clinic;479.463.2055"
"Arkansas;Washington Regional;3318 N. North Hills Blvd.;Fayetteville;Clinic;479.463.2055"
"Arkansas;Washington Regional;1420 Hwy. 62/65 North;Harrison;Clinic;479.463.2055"
"Arkansas;Healthy Connections;1206 W. Collin Raye Dr;De Queen;Drive-thru;(888) 710-8220"
"Arkansas;Healthy Connections;1723 Malvern Ave;Hot Springs;Drive-thru;(888) 710-8220"
"Arkansas;Healthy Connections;3604 Central Avenue, Suite D;Hot Springs;Drive-thru;(888) 710-8220"
"Arkansas;UAMS Health;Shuffield Dr. & Jack Stephens Dr.;Little Rock;Drive-thru;(501) 686-8000"
"Arkansas;Healthcare Express;11819 Maumelle Blvd;Little Rock;Clinic;877-442-3669"
"Arkansas;A. Little Rock, AR MedExpress Urgent Care;12300 Chenal Parkway;Little Rock;Clinic;501-225-6054"
"Arkansas;A. Little Rock, AR MedExpress Urgent Care;5326 West Markham Street;Little Rock;Clinic;501-603-9885"
"Arkansas;Baptist Health Urgent Care;6805 Cantrell Road;Little Rock;Drive-thru/Walk-in;501-260-7992"
"Arkansas;Baptist Health Urgent Care;14524 Cantrell Road;Little Rock;Drive-thru/Walk-in;501-482-3074"
"Arkansas;Walgreens;5525 W 12Th St;Little Rock;Drive-thru;"
"Arkansas;Healthy Connections;1701 S. Harrison Stye Dr;Little Rock;Drive-thru;(888) 710-8220"
"Arkansas;Healthy Connections;900 Dr. Martin Luther King Jr. Blvd;Malvern;Drive-thru;(888) 710-8220"
"Arkansas;Healthy Connections;136 Health Park Lane;Mena;Drive-thru;(888) 710-8220"
"Arkansas;Mercy drive-through site;2090 S. Promenade Blvd;Mercy;Drive-thru;479-717-7585"
"Arkansas;1st Choice Healthcare;1 Medical Drive;Paragould;Clinic;870-236-2000"
"Arkansas;1st Choice Healthcare;141 Betty Drive;Pocahontas;Clinic;870-892-9949"
"Arkansas;A. Mountain Home, AR MedExpress Urgent Care;305 Highway 62 East;Mountain Home;Clinic;870-425-0176"
"Arkansas;A. North Little Rock, AR MedExpress Urgent Care;5505 John F Kennedy Blvd;North Little Rock;Clinic;501-753-7931"
"Arkansas;A. Pine Bluff, AR MedExpress Urgent Care;5510 S. Olive Street;Pine Bluff;Clinic;870-850-7605"
"Arkansas;Baptist Health Urgent Care;3550 Springhill Drive;North Little Rock;Drive-thru/Walk-in;501-214-7177"
"Arkansas;Healthy Connections;534 Luzerne St;Mt. Ida;Drive-thru;(888) 710-8220"
"Arkansas;Mercy-GoHealth Urgent Care;4962 Elm Springs Rd Ste 5;Springdale;Drive-thru;(479) 318-0161"
"Arkansas;Lansdell Family Clinic-Texarkana;3809 E. 9th St.;Texarkana;Clinic;(870) 330-4385"
"Arkansas;Mercy GoHealth Urgent Care;4962 Elm Springs Rd., Suite 5;Springdale;Clinic;470-318-0161"
"Arkansas;Healthcare Express;125 Arkansas Blvd;Texarkana;Clinic;877-442-3669"
"Arkansas;MANA Family Medicine;1109 S West End Street;Springdale;Drive-thru;479-750-3630"
"Arkansas;A. Springdale, AR MedExpress Urgent Care;1160 South 40th Street;Springdale;Clinic;479-750-2971"
"Arkansas;Baptist Health;1703 N Buerkle St;Stuttgart;Drive-thru;(870) 673-7211"
"Arkansas;Urgent Care Washington Regional;3300 W Sunset Ave;Springdale;Drive-thru/Walk-in;479-717-7089"
"Arkansas;Urgent Team;411 S Falls Blvd;Wynne;Drive-thru/Walk-in;870-238-3261"
"California;Instant Urgent Care;970 W El Camino Real Ste 8;Sunnyvale;Clinic;408-212-7420"
"California;Sierra Vista Family Medical Clinic;1227 East Los Angeles Ave.;Simi Valley;Clinic;805-652-7660"
"California;Conejo Valley Family Medical Group;125 W. Thousand Oaks Blvd., Suite 200;Thousand Oaks;Clinic;805-652-7660"
"California;Academic Family Medicine Center;300 Hillmont Ave., Bldg. 340;Ventura;Clinic;805-652-7660"
"California;West Ventura Medical Clinic;133 W. Santa Clara St.;Ventura;Clinic;805-652-7660"
"California;Ventura College;4667 Telegraph Rd.;Ventura;Drive-thru;"
"California;Care Spot;20635 Yorba Linda Boulevard;Yorba Linda;Clinic;714-497-1642"
"California;Medworks Medical Centers;350 Posada Ln;Templeton;;805-434-3699"
"California;Woodland Hills - Family Medicine, Internal Medicine & Pediatrics;6344 Topanga Canyon Blvd., Suite 2040;Woodland Hills;Clinic;818-610-0292"
"California;MPTF Age Well Health Center;23388 Mulholland Drive;Woodland Hills;Clinic;818-876-4055"
"California;CVS Health COVID-19 Testing Site;12058 Palmdale Road;Adelanto;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;816 East Main Street;Alhambra;Drive-thru;"
"California;Hoag Urgent Care;26671 Aliso Creek Rd;Aliso Viejo;Clinic;949-791-3107"
"California;Marque Medical;26831 Aliso Creek Rd. #200;Aliso Viejo;Clinic;1.877.693.6266"
"California;CVS Health COVID-19 Testing Site;1385 Tavern Road;Alpine;Drive-thru;"
"California;Anaheim Urgent Care – State College Blvd;831 S. State College Blvd;Anaheim;Clinic;(714) 533-2273"
"California;CVS Health COVID-19 Testing Site;1676 W. Katella Avenue;Anaheim;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;510 South Beach Boulevard;Anaheim;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;611 South Brookhurst Street;Anaheim;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;2011 East La Palma Avenue;Anaheim;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;4028 Lone Tree Way;Antioch;Drive-thru;"
"California;Anza Community Health Center;58584 US Highway 371, Suite F, G, H;Anza;Clinic;(951) 763-4759"
"California;CVS Health COVID-19 Testing Site;188 Las Tunas Drive;Arcadia;Drive-thru;"
"California;Urgent Care 3D;6010 Hidden Valley Rd #150;Carlsbad;Clinic;(760) 544-8233"
"California;Calexico Community Center;707 Dool Ave;Calexico CA;Clinic;888-634-1123"
"California;Vista Complete Care;13555 BOWMAN RD SUITE 100;Auburn;Drive-thru;(530) 885-3951"
"California;Accelerated Urgent Care;2400 K Street;Bakersfield;Clinic;"
"California;Accelerated Urgent Care;4871 White Lane;Bakersfield;Clinic;"
"California;Accelerated Urgent Care;9710 Brimhall Road;Bakersfield;Clinic;"
"California;Accelerated Urgent Care;9917 Olive Drive;Bakersfield;Clinic;"
"California;Exer Urgent Care Calabasas;26777 Agoura Rd;Calabasas;Clinic;818-880-2225"
"California;Exer Urgent Care Camarillo;359 Carmen Dr;Camarillo;Clinic;805-914-5592"
"California;Marque Medical;8970 Knott Ave., BP, 90620;Buena Park;Clinic;1.877.693.6266"
"California;Priority Urgent Care;2509 Mt Vernon Ave #107;Bakersfield;Clinic;(661) 556-4777"
"California;Priority Urgent Care;3409 Calloway Dr #101;Bakersfield;Clinic;(661) 556-4777"
"California;Priority Urgent Care;4821 Panama Lane;Bakersfield;Clinic;(661) 556-4777"
"California;Community Medical Providers - Auberry;31981 Lodge Rd;Auberry;Clinic;(559) 855-3600"
"California;1st Choice Urgent Care;6515 Panama Ln., #106-107;Bakersfield;Clinic;661-230-9334"
"California;Brentwood Urgent Care;2400 Balfour Rd, Suite 120;Brentwood;Clinic;(925) 308-8111"
"California;Kern Family Health Care;2900 Buck Owens Blvd;Bakersfield;Clinic;800.391.2000"
"California;MedPost Urgent Care of Atascadero;7330 El Camino Real;Atascadero;Clinic;805) 703-2501"
"California;Walgreens;11800 Artesia Blvd;Artesia;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;1651 Bellevue Road;Atwater;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;915 East Arrow Highway;Azusa;Drive-thru;"
"California;Priority Urgent Care;1345 Allen Rd #300;Bakersfield;Clinic;(661) 556-4777"
"California;CVS Health COVID-19 Testing Site;11300 Ming Avenue;Bakersfield;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;9628 Rosedale Highway;Bakersfield;Drive-thru;"
"California;Accelerated Urgent Care;212 Coffee Road;Bakersfield;Clinic;"
"California;CVS Health COVID-19 Testing Site;2690 Mt. Vernon Avenue;Bakersfield;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;6500 South Union Avenue;Bakersfield;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;6601 Stine Road;Bakersfield;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;1550 Puente Avenue;Baldwin Park;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;3151 Baldwin Park;Baldwin Park;Drive-thru;"
"California;Brea Urgent Care;395 W. Central Ave.;Brea;Drive-thru;714-494-2828"
"California;Advanced Urgent Care of Beverly Hills;242 S. Robertson Blvd;Beverly Hills;Clinic;(310) 652-2300"
"California;Barstow Community Health Center;750 East Main St.;Barstow;Clinic;(442) 347-2800"
"California;Borrego Medical Clinic;4343 Yaqui Pass Rd.;Borrego Springs;Clinic;(760) 767-5051"
"California;Berkeley Urgent Care;3100 San Pablo Avenue, Suite 300;Berkeley;Clinic;(510) 985-5000"
"California;MyConciergeMD;9301 Wilshilre Blvd;Beverly Hills;Drive-thru;877-760-3570"
"California;Noble Creek Community Center;390 W. Oak Valley Pkwy;Beaumont;Drive-thru;(888) 634-1123"
"California;CVS Health COVID-19 Testing Site;3171 Balfour Road;Brentwood;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;7065 La Palma Avenue;Buena Park;Drive-thru;"
"California;Mend Urgent Care;1701 W Verdugo Ave;Burbank;Drive-thru;818-843-8555"
"California;CVS Health COVID-19 Testing Site;1820 West Verdugo Avenue;Burbank;Drive-thru;"
"California;Smart Clinic;19231 Soledad canyon road;Canyon Country;Clinic;661-430-9040"
"California;Vo Medical, Calexico;222 East Cole Blvd;Calexico;Drive-thru;(760) 352-2551"
"California;UCLA Health Specialty Care;26585 W. Agoura Road;Calabasas;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;2650 Gateway Road;Carlsbad;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;7740 Rancho Santa Fe Road;Carlsbad;Drive-thru;"
"California;Juanita Millender-McDonald Community Center;801 E Carson St;Carson;Drive-thru;(310) 952-1719"
"California;CVS Health COVID-19 Testing Site;23806 Main Street;Carson;Drive-thru;"
"California;Marque Medical;2315 Otay Lakes Rd #306;Chula Vista;Clinic;1.877.693.6266"
"California;Centro Medico Cathedral City;69175 Ramon Rd., Bldg. A;Cathedral City;Drive-thru;(760) 321-6776"
"California;Stonewall Medical Center;68555 Ramon Road;Cathedral City;Drive-thru;(760) 507-3310"
"California;Dignity Health-Go Health;2288 Market Street;Castro;Clinic;415-964-4855"
"California;CVS Health COVID-19 Testing Site;68010 Vista Chino;Cathedral City;Drive-thru;"
"California;Golden Valley Health Clinic;401 Lesher Dr, 95348;Ceres;Drive-thru;866-682-4842"
"California;CVS Health COVID-19 Testing Site;1120 Forest Avenue;Chico;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;2780 Esplanade;Chico;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;16 3rd Avenue Extension;Chula Vista;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;645 East Palomar Street;Chula Vista;Drive-thru;"
"California;CVS Health COVID-19 Testing Site;21590 East Valley Boulevard;City of Industry;Drive-thru;"
